flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,pkt_size_median,pkt_size_p10,pkt_size_p25,pkt_size_p75,pkt_size_p90,pkt_size_p95,fwd_pkt_size_mean,fwd_pkt_size_std,fwd_pkt_size_min,fwd_pkt_size_max,fwd_pkt_size_median,fwd_pkt_size_p10,fwd_pkt_size_p25,fwd_pkt_size_p75,fwd_pkt_size_p90,fwd_pkt_size_p95,bwd_pkt_size_mean,bwd_pkt_size_std,bwd_pkt_size_min,bwd_pkt_size_max,bwd_pkt_size_median,bwd_pkt_size_p10,bwd_pkt_size_p25,bwd_pkt_size_p75,bwd_pkt_size_p90,bwd_pkt_size_p95,iat_mean,iat_std,iat_min,iat_max,iat_median,iat_p10,iat_p25,iat_p75,iat_p90,iat_p95,fwd_iat_mean,fwd_iat_std,fwd_iat_min,fwd_iat_max,fwd_iat_median,fwd_iat_p10,fwd_iat_p25,fwd_iat_p75,fwd_iat_p90,fwd_iat_p95,bwd_iat_mean,bwd_iat_std,bwd_iat_min,bwd_iat_max,bwd_iat_median,bwd_iat_p10,bwd_iat_p25,bwd_iat_p75,bwd_iat_p90,bwd_iat_p95,fwd_packet_count,bwd_packet_count,fwd_byte_count,bwd_byte_count,packet_ratio,byte_ratio,direction_switch_count,packets_per_sec,bytes_per_sec,fwd_packets_per_sec,bwd_packets_per_sec,burst_count,mean_burst_packets,max_burst_packets,mean_burst_bytes,max_burst_bytes,mean_burst_duration,max_burst_duration,burst_density,flow_duration,total_packets,total_bytes,flow_rate_packets,flow_rate_bytes
20260823_162123_voip_001_51e2_flow_00000,real_20260823_162123_voip_001_51e2,20260823_162123_voip_001_51e2,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,266.404313,83.991527,40.000000,548.000000,268.000000,158.000000,207.000000,319.000000,369.000000,410.500000,266.404313,83.991527,40.000000,548.000000,268.000000,158.000000,207.000000,319.000000,369.000000,410.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.163051,0.160431,0.000321,0.896472,0.111469,0.018516,0.048531,0.221775,0.386822,0.496980,0.163051,0.160431,0.000321,0.896472,0.111469,0.018516,0.048531,0.221775,0.386822,0.496980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,371.000000,0.000000,98836.000000,0.000000,371.000000,98836.000000,0.000000,6.437331,1714.932803,6.437331,0.000000,1.000000,371.000000,371.000000,98836.000000,98836.000000,60.328926,60.328926,6.437331,57.632579,371.000000,98836.000000,6.437331,1714.932803
20260823_162123_voip_001_51e2_flow_00001,real_20260823_162123_voip_001_51e2,20260823_162123_voip_001_51e2,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,253.842541,94.662632,40.000000,501.000000,257.000000,131.200000,190.500000,322.750000,367.900000,412.850000,253.842541,94.662632,40.000000,501.000000,257.000000,131.200000,190.500000,322.750000,367.900000,412.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156486,0.160881,0.000099,1.112237,0.106748,0.017462,0.045952,0.206975,0.369967,0.475070,0.156486,0.160881,0.000099,1.112237,0.106748,0.017462,0.045952,0.206975,0.369967,0.475070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,362.000000,0.000000,91891.000000,0.000000,362.000000,91891.000000,0.000000,6.280971,1594.377666,6.280971,0.000000,2.000000,181.000000,190.000000,45945.500000,48064.000000,27.689636,29.679067,6.280971,57.634400,362.000000,91891.000000,6.280971,1594.377666
20260823_162302_voip_001_6194_flow_00000,real_20260823_162302_voip_001_6194,20260823_162302_voip_001_6194,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,438.082237,149.692898,40.000000,877.000000,436.000000,256.400000,339.000000,536.000000,621.600000,689.950000,438.082237,149.692898,40.000000,877.000000,436.000000,256.400000,339.000000,536.000000,621.600000,689.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090403,0.093249,0.000478,0.639152,0.063140,0.008303,0.025915,0.122014,0.205146,0.261883,0.090403,0.093249,0.000478,0.639152,0.063140,0.008303,0.025915,0.122014,0.205146,0.261883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,608.000000,0.000000,266354.000000,0.000000,608.000000,266354.000000,0.000000,10.275640,4501.575347,10.275640,0.000000,1.000000,608.000000,608.000000,266354.000000,266354.000000,54.874372,54.874372,10.275640,59.169064,608.000000,266354.000000,10.275640,4501.575347
20260823_162302_voip_001_6194_flow_00001,real_20260823_162302_voip_001_6194,20260823_162302_voip_001_6194,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,222.127572,74.191034,40.000000,454.000000,225.000000,126.500000,170.000000,269.750000,316.000000,346.500000,222.127572,74.191034,40.000000,454.000000,225.000000,126.500000,170.000000,269.750000,316.000000,346.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117457,0.112338,0.000070,0.696476,0.084924,0.012687,0.031368,0.163322,0.262859,0.359583,0.117457,0.112338,0.000070,0.696476,0.084924,0.012687,0.031368,0.163322,0.262859,0.359583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,486.000000,0.000000,107954.000000,0.000000,486.000000,107954.000000,0.000000,8.218738,1825.608225,8.218738,0.000000,1.000000,486.000000,486.000000,107954.000000,107954.000000,56.966741,56.966741,8.218738,59.133169,486.000000,107954.000000,8.218738,1825.608225
20260823_162426_voip_001_9219_flow_00000,real_20260823_162426_voip_001_9219,20260823_162426_voip_001_9219,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_meet_audio,real,v2,195.570149,66.223612,40.000000,365.000000,197.000000,109.900000,148.000000,241.750000,282.000000,302.550000,195.570149,66.223612,40.000000,365.000000,197.000000,109.900000,148.000000,241.750000,282.000000,302.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090122,0.087684,0.000118,0.563924,0.060684,0.010735,0.025475,0.125561,0.217368,0.263444,0.090122,0.087684,0.000118,0.563924,0.060684,0.010735,0.025475,0.125561,0.217368,0.263444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,670.000000,0.000000,131032.000000,0.000000,670.000000,131032.000000,0.000000,11.408612,2231.183904,11.408612,0.000000,1.000000,670.000000,670.000000,131032.000000,131032.000000,60.291292,60.291292,11.408612,58.727566,670.000000,131032.000000,11.408612,2231.183904
20260823_162426_voip_001_9219_flow_00001,real_20260823_162426_voip_001_9219,20260823_162426_voip_001_9219,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_meet_audio,real,v2,344.382732,112.656963,40.000000,705.000000,352.000000,192.000000,267.000000,423.000000,484.500000,520.000000,344.382732,112.656963,40.000000,705.000000,352.000000,192.000000,267.000000,423.000000,484.500000,520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076225,0.072176,0.000033,0.442382,0.055585,0.007463,0.022079,0.107735,0.174178,0.225222,0.076225,0.072176,0.000033,0.442382,0.055585,0.007463,0.022079,0.107735,0.174178,0.225222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,776.000000,0.000000,267241.000000,0.000000,776.000000,267241.000000,0.000000,13.222784,4553.698486,13.222784,0.000000,1.000000,776.000000,776.000000,267241.000000,267241.000000,59.074364,59.074364,13.222784,58.686582,776.000000,267241.000000,13.222784,4553.698486
20260823_162544_voip_001_9fd7_flow_00000,real_20260823_162544_voip_001_9fd7,20260823_162544_voip_001_9fd7,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_zoom_audio,real,v2,145.180180,49.612575,40.000000,320.000000,144.500000,80.000000,110.000000,176.000000,208.000000,225.000000,145.180180,49.612575,40.000000,320.000000,144.500000,80.000000,110.000000,176.000000,208.000000,225.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139824,0.134443,0.000091,0.847351,0.106192,0.012005,0.040732,0.193963,0.312450,0.401947,0.139824,0.134443,0.000091,0.847351,0.106192,0.012005,0.040732,0.193963,0.312450,0.401947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,444.000000,0.000000,64460.000000,0.000000,444.000000,64460.000000,0.000000,7.422663,1077.623590,7.422663,0.000000,1.000000,444.000000,444.000000,64460.000000,64460.000000,61.942075,61.942075,7.422663,59.816805,444.000000,64460.000000,7.422663,1077.623590
20260823_162544_voip_001_9fd7_flow_00001,real_20260823_162544_voip_001_9fd7,20260823_162544_voip_001_9fd7,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_zoom_audio,real,v2,300.300613,104.459742,40.000000,573.000000,297.000000,170.800000,232.000000,370.000000,436.400000,467.600000,300.300613,104.459742,40.000000,573.000000,297.000000,170.800000,232.000000,370.000000,436.400000,467.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.129168,0.123455,0.000502,0.801109,0.090192,0.013606,0.037390,0.189006,0.312471,0.383217,0.129168,0.123455,0.000502,0.801109,0.090192,0.013606,0.037390,0.189006,0.312471,0.383217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.000000,0.000000,146847.000000,0.000000,489.000000,146847.000000,0.000000,8.181430,2456.888585,8.181430,0.000000,1.000000,489.000000,489.000000,146847.000000,146847.000000,63.033977,63.033977,8.181430,59.769499,489.000000,146847.000000,8.181430,2456.888585
20260823_162704_voip_001_571e_flow_00000,real_20260823_162704_voip_001_571e,20260823_162704_voip_001_571e,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_teams_voice,real,v2,266.932773,97.657225,40.000000,564.000000,264.000000,146.600000,204.000000,340.000000,389.000000,414.400000,266.932773,97.657225,40.000000,564.000000,264.000000,146.600000,204.000000,340.000000,389.000000,414.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156688,0.152335,0.000840,1.035063,0.102409,0.024428,0.052846,0.224855,0.355239,0.437644,0.156688,0.152335,0.000840,1.035063,0.102409,0.024428,0.052846,0.224855,0.355239,0.437644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,357.000000,0.000000,95295.000000,0.000000,357.000000,95295.000000,0.000000,6.010435,1604.382116,6.010435,0.000000,2.000000,178.500000,194.000000,47647.500000,51512.000000,27.372983,29.709969,6.010435,59.396698,357.000000,95295.000000,6.010435,1604.382116
20260823_162704_voip_001_571e_flow_00001,real_20260823_162704_voip_001_571e,20260823_162704_voip_001_571e,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_teams_voice,real,v2,169.066265,57.066256,40.000000,304.000000,170.500000,91.100000,133.000000,211.000000,244.900000,264.450000,169.066265,57.066256,40.000000,304.000000,170.500000,91.100000,133.000000,211.000000,244.900000,264.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.177436,0.171711,0.000444,1.203584,0.129499,0.019063,0.052614,0.235379,0.407957,0.511077,0.177436,0.171711,0.000444,1.203584,0.129499,0.019063,0.052614,0.235379,0.407957,0.511077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,332.000000,0.000000,56130.000000,0.000000,332.000000,56130.000000,0.000000,5.682300,960.685196,5.682300,0.000000,2.000000,166.000000,312.000000,28065.000000,52874.000000,28.763794,54.795585,5.682300,58.427048,332.000000,56130.000000,5.682300,960.685196
20260823_162946_file_transfer_001_5b75_flow_00000,real_20260823_162946_file_transfer_001_5b75,20260823_162946_file_transfer_001_5b75,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_mega_download,real,v2,239.424901,82.759626,40.000000,521.000000,243.000000,133.500000,183.000000,290.750000,347.000000,373.500000,239.424901,82.759626,40.000000,521.000000,243.000000,133.500000,183.000000,290.750000,347.000000,373.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.113048,0.111840,0.000055,0.707496,0.081338,0.011988,0.030576,0.160198,0.259153,0.336062,0.113048,0.111840,0.000055,0.707496,0.081338,0.011988,0.030576,0.160198,0.259153,0.336062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,506.000000,0.000000,121149.000000,0.000000,506.000000,121149.000000,0.000000,8.603125,2059.802432,8.603125,0.000000,1.000000,506.000000,506.000000,121149.000000,121149.000000,57.089460,57.089460,8.603125,58.815835,506.000000,121149.000000,8.603125,2059.802432
20260823_162946_file_transfer_001_5b75_flow_00001,real_20260823_162946_file_transfer_001_5b75,20260823_162946_file_transfer_001_5b75,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_mega_download,real,v2,265.275665,95.845879,40.000000,529.000000,267.000000,138.500000,205.000000,327.000000,388.500000,420.750000,265.275665,95.845879,40.000000,529.000000,267.000000,138.500000,205.000000,327.000000,388.500000,420.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117781,0.121595,0.000040,1.049178,0.074069,0.012292,0.033342,0.168483,0.280823,0.354559,0.117781,0.121595,0.000040,1.049178,0.074069,0.012292,0.033342,0.168483,0.280823,0.354559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,526.000000,0.000000,139535.000000,0.000000,526.000000,139535.000000,0.000000,8.940937,2371.813099,8.940937,0.000000,2.000000,263.000000,383.000000,69767.500000,100525.000000,30.392990,42.951139,8.940937,58.830521,526.000000,139535.000000,8.940937,2371.813099
20260823_163126_file_transfer_001_bea6_flow_00000,real_20260823_163126_file_transfer_001_bea6,20260823_163126_file_transfer_001_bea6,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_gdrive_upload,real,v2,235.591281,82.980488,40.000000,489.000000,233.000000,135.000000,178.500000,289.000000,341.000000,366.500000,235.591281,82.980488,40.000000,489.000000,233.000000,135.000000,178.500000,289.000000,341.000000,366.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152243,0.147296,0.000391,0.789315,0.101105,0.020110,0.053791,0.209338,0.352175,0.482547,0.152243,0.147296,0.000391,0.789315,0.101105,0.020110,0.053791,0.209338,0.352175,0.482547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,367.000000,0.000000,86462.000000,0.000000,367.000000,86462.000000,0.000000,6.122527,1442.414033,6.122527,0.000000,1.000000,367.000000,367.000000,86462.000000,86462.000000,55.720989,55.720989,6.122527,59.942567,367.000000,86462.000000,6.122527,1442.414033
20260823_163126_file_transfer_001_bea6_flow_00001,real_20260823_163126_file_transfer_001_bea6,20260823_163126_file_transfer_001_bea6,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_gdrive_upload,real,v2,167.827485,53.938730,40.000000,319.000000,166.000000,101.000000,130.250000,204.000000,238.000000,255.950000,167.827485,53.938730,40.000000,319.000000,166.000000,101.000000,130.250000,204.000000,238.000000,255.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.186664,0.188005,0.000732,1.072086,0.131633,0.021746,0.055987,0.246905,0.463138,0.571662,0.186664,0.188005,0.000732,1.072086,0.131633,0.021746,0.055987,0.246905,0.463138,0.571662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,342.000000,0.000000,57397.000000,0.000000,342.000000,57397.000000,0.000000,5.709864,958.272064,5.709864,0.000000,3.000000,114.000000,143.000000,19132.333333,23880.000000,20.526456,27.137925,5.709864,59.896351,342.000000,57397.000000,5.709864,958.272064
20260823_163237_file_transfer_001_390f_flow_00000,real_20260823_163237_file_transfer_001_390f,20260823_163237_file_transfer_001_390f,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_sftp_sync,real,v2,214.153005,75.894329,40.000000,441.000000,213.000000,115.500000,163.250000,265.750000,308.500000,336.500000,214.153005,75.894329,40.000000,441.000000,213.000000,115.500000,163.250000,265.750000,308.500000,336.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.144647,0.150396,0.000405,1.169333,0.091507,0.015782,0.042408,0.202553,0.340289,0.416023,0.144647,0.150396,0.000405,1.169333,0.091507,0.015782,0.042408,0.202553,0.340289,0.416023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,366.000000,0.000000,78380.000000,0.000000,366.000000,78380.000000,0.000000,6.536457,1399.801836,6.536457,0.000000,2.000000,183.000000,243.000000,39190.000000,51893.000000,25.813352,34.282051,6.536457,55.993640,366.000000,78380.000000,6.536457,1399.801836
20260823_163237_file_transfer_001_390f_flow_00001,real_20260823_163237_file_transfer_001_390f,20260823_163237_file_transfer_001_390f,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_sftp_sync,real,v2,263.696658,93.273130,40.000000,581.000000,270.000000,146.000000,196.000000,328.000000,379.000000,424.600000,263.696658,93.273130,40.000000,581.000000,270.000000,146.000000,196.000000,328.000000,379.000000,424.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147378,0.150665,0.000041,1.227582,0.098148,0.013423,0.044688,0.205808,0.337241,0.425533,0.147378,0.150665,0.000041,1.227582,0.098148,0.013423,0.044688,0.205808,0.337241,0.425533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,389.000000,0.000000,102578.000000,0.000000,389.000000,102578.000000,0.000000,6.946820,1831.853306,6.946820,0.000000,2.000000,194.500000,227.000000,51289.000000,58985.000000,27.977589,33.401617,6.946820,55.996842,389.000000,102578.000000,6.946820,1831.853306
20260823_163447_file_transfer_001_d03c_flow_00000,real_20260823_163447_file_transfer_001_d03c,20260823_163447_file_transfer_001_d03c,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_gdrive_upload,real,v2,294.114068,102.579504,40.000000,629.000000,294.500000,168.500000,230.250000,362.750000,420.500000,461.750000,294.114068,102.579504,40.000000,629.000000,294.500000,168.500000,230.250000,362.750000,420.500000,461.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111725,0.112629,0.000049,0.658093,0.074640,0.009350,0.027653,0.161961,0.261373,0.332318,0.111725,0.112629,0.000049,0.658093,0.074640,0.009350,0.027653,0.161961,0.261373,0.332318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,526.000000,0.000000,154704.000000,0.000000,526.000000,154704.000000,0.000000,8.810794,2591.378577,8.810794,0.000000,1.000000,526.000000,526.000000,154704.000000,154704.000000,58.655540,58.655540,8.810794,59.699498,526.000000,154704.000000,8.810794,2591.378577
20260823_163447_file_transfer_001_d03c_flow_00001,real_20260823_163447_file_transfer_001_d03c,20260823_163447_file_transfer_001_d03c,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_gdrive_upload,real,v2,209.815900,73.213937,40.000000,426.000000,209.000000,114.000000,161.000000,255.750000,306.000000,336.000000,209.815900,73.213937,40.000000,426.000000,209.000000,114.000000,161.000000,255.750000,306.000000,336.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120569,0.117093,0.000593,0.640149,0.084958,0.012601,0.034629,0.165400,0.280632,0.364760,0.120569,0.117093,0.000593,0.640149,0.084958,0.012601,0.034629,0.165400,0.280632,0.364760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,478.000000,0.000000,100292.000000,0.000000,478.000000,100292.000000,0.000000,8.013218,1681.300565,8.013218,0.000000,1.000000,478.000000,478.000000,100292.000000,100292.000000,57.511601,57.511601,8.013218,59.651440,478.000000,100292.000000,8.013218,1681.300565
20260823_163557_file_transfer_001_aa30_flow_00000,real_20260823_163557_file_transfer_001_aa30,20260823_163557_file_transfer_001_aa30,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_onedrive_sync,real,v2,246.055072,88.376111,40.000000,498.000000,244.000000,131.000000,187.000000,306.000000,362.600000,393.000000,246.055072,88.376111,40.000000,498.000000,244.000000,131.000000,187.000000,306.000000,362.600000,393.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.168504,0.158920,0.002482,0.991585,0.116532,0.021323,0.049448,0.250626,0.371101,0.484146,0.168504,0.158920,0.002482,0.991585,0.116532,0.021323,0.049448,0.250626,0.371101,0.484146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,345.000000,0.000000,84889.000000,0.000000,345.000000,84889.000000,0.000000,5.791567,1425.044379,5.791567,0.000000,1.000000,345.000000,345.000000,84889.000000,84889.000000,57.965319,57.965319,5.791567,59.569373,345.000000,84889.000000,5.791567,1425.044379
20260823_163557_file_transfer_001_aa30_flow_00001,real_20260823_163557_file_transfer_001_aa30,20260823_163557_file_transfer_001_aa30,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_onedrive_sync,real,v2,155.737179,52.998770,40.000000,335.000000,153.000000,88.000000,116.750000,194.250000,225.900000,240.450000,155.737179,52.998770,40.000000,335.000000,153.000000,88.000000,116.750000,194.250000,225.900000,240.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.197247,0.184894,0.000376,1.001360,0.149405,0.023514,0.058143,0.270628,0.455901,0.608651,0.197247,0.184894,0.000376,1.001360,0.149405,0.023514,0.058143,0.270628,0.455901,0.608651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,312.000000,0.000000,48590.000000,0.000000,312.000000,48590.000000,0.000000,5.241720,816.330672,5.241720,0.000000,2.000000,156.000000,275.000000,24295.000000,42723.000000,30.171184,54.070796,5.241720,59.522448,312.000000,48590.000000,5.241720,816.330672
20260823_163704_file_transfer_001_2090_flow_00000,real_20260823_163704_file_transfer_001_2090,20260823_163704_file_transfer_001_2090,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_onedrive_sync,real,v2,267.909794,90.784264,65.000000,598.000000,261.500000,154.700000,203.500000,323.000000,385.000000,427.850000,267.909794,90.784264,65.000000,598.000000,261.500000,154.700000,203.500000,323.000000,385.000000,427.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.149148,0.148047,0.000213,1.170287,0.104459,0.020374,0.043423,0.205221,0.343076,0.439776,0.149148,0.148047,0.000213,1.170287,0.104459,0.020374,0.043423,0.205221,0.343076,0.439776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,388.000000,0.000000,103949.000000,0.000000,388.000000,103949.000000,0.000000,6.569535,1760.042664,6.569535,0.000000,2.000000,194.000000,288.000000,51974.500000,77855.000000,28.275019,42.211752,6.569535,59.060500,388.000000,103949.000000,6.569535,1760.042664
20260823_163704_file_transfer_001_2090_flow_00001,real_20260823_163704_file_transfer_001_2090,20260823_163704_file_transfer_001_2090,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_onedrive_sync,real,v2,212.908840,74.930808,40.000000,434.000000,212.500000,112.600000,160.000000,260.750000,310.900000,341.750000,212.908840,74.930808,40.000000,434.000000,212.500000,112.600000,160.000000,260.750000,310.900000,341.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156836,0.146870,0.000896,0.962634,0.119803,0.022182,0.048684,0.222965,0.345514,0.432868,0.156836,0.146870,0.000896,0.962634,0.119803,0.022182,0.048684,0.222965,0.345514,0.432868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,362.000000,0.000000,77073.000000,0.000000,362.000000,77073.000000,0.000000,6.132533,1305.670528,6.132533,0.000000,1.000000,362.000000,362.000000,77073.000000,77073.000000,56.617619,56.617619,6.132533,59.029440,362.000000,77073.000000,6.132533,1305.670528
20260823_163829_file_transfer_001_a40b_flow_00000,real_20260823_163829_file_transfer_001_a40b,20260823_163829_file_transfer_001_a40b,File Transfer,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,ft_dropbox_download,real,v2,229.674959,74.575502,40.000000,427.000000,233.000000,128.200000,178.000000,283.000000,329.000000,343.900000,229.674959,74.575502,40.000000,427.000000,233.000000,128.200000,178.000000,283.000000,329.000000,343.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100780,0.105392,0.000075,1.100194,0.068044,0.009677,0.027419,0.141695,0.242183,0.303665,0.100780,0.105392,0.000075,1.100194,0.068044,0.009677,0.027419,0.141695,0.242183,0.303665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,603.000000,0.000000,138494.000000,0.000000,603.000000,138494.000000,0.000000,10.198158,2342.261552,10.198158,0.000000,2.000000,301.500000,512.000000,69247.000000,116331.000000,29.784603,50.090324,10.198158,59.128324,603.000000,138494.000000,10.198158,2342.261552
